Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards
211,Jarrett Guarantano*,Washington State,Pac-12,3,33,49,67.3,304,1,2,3,6.1,6.2,3.86,9.2,101.3,114,
212,Haynes King,Texas A&M,SEC,2,22,35,62.9,300,2,5.7,3,8.6,8.6,5.86,13.6,150,136.6,
213,Johnathan Bennett*,Liberty,Ind,9,15,33,45.5,299,4,12.1,2,6.1,9.1,8.76,19.9,33.2,149.4,
214,Tyler Buchner*,Notre Dame,Ind,10,21,35,60,298,3,8.6,3,8.6,8.5,6.37,14.2,29.8,142.7,
215,Nate Cox*,Nevada,MWC,10,26,43,60.5,279,2,4.7,1,2.3,6.5,6.37,10.7,27.9,125.7,
216,Grant Gremel,Indiana,Big Ten,5,32,58,55.2,269,1,1.7,1,1.7,4.6,4.21,8.4,53.8,96.4,
217,Mike Diliello*,Middle Tennessee State,CUSA,12,29,49,59.2,267,1,2,2,4.1,5.4,4.02,9.2,22.3,103.5,
218,Ike Ogbogu*,Houston,American,6,20,35,57.1,256,2,5.7,1,2.9,7.3,7.17,12.8,42.7,131.7,
219,Luke Zban*,Marshall,CUSA,7,26,39,66.7,249,2,5.1,2,5.1,6.4,5.1,9.6,35.6,127,
220,Garrett Dzuro,Massachusetts,Ind,7,23,47,48.9,246,2,4.3,3,6.4,5.2,3.21,10.7,35.1,94.2,
221,Jay Woolfolk,Virginia,ACC,5,22,41,53.7,245,0,0,2,4.9,6,3.78,11.1,49,94.1,
222,Sam Huard,Washington,Pac-12,4,22,42,52.4,241,1,2.4,4,9.5,5.7,1.93,11,60.3,89.4,
223,Christian Veilleux*,Penn State,Big Ten,2,16,26,61.5,238,3,11.5,0,0,9.2,11.46,14.9,119,176.5,
224,Collin Schlee*,Kent State,MAC,10,17,24,70.8,238,1,4.2,0,0,9.9,10.75,14,23.8,167.9,
225,Trey Lowe III,Southern Mississippi,CUSA,2,23,42,54.8,232,1,2.4,2,4.8,5.5,3.86,10.1,116,99.5,
226,Katravis Marsh,South Florida,American,4,20,41,48.8,231,1,2.4,3,7.3,5.6,2.83,11.6,57.8,89.5,
227,Connor Cigelske,Georgia Southern,Sun Belt,2,22,38,57.9,229,0,0,1,2.6,6,4.84,10.4,114.5,103.3,
228,Drew Pyne*,Notre Dame,Ind,2,15,30,50,224,2,6.7,0,0,7.5,8.8,14.9,112,134.7,
229,Preston Hutchinson*,Eastern Michigan,MAC,8,23,40,57.5,216,1,2.5,2,5,5.4,3.65,9.4,27,101.1,
230,Peter Parrish,Memphis,American,3,31,48,64.6,215,0,0,3,6.3,4.5,1.67,6.9,71.7,89.7,
231,Davis Beville*,Pitt,ACC,3,17,22,77.3,207,1,4.5,1,4.5,9.4,8.27,12.2,69,162.2,
232,Nick Tronti,Florida Atlantic,CUSA,6,19,36,52.8,202,0,0,1,2.8,5.6,4.36,10.6,33.7,94.4,
233,Victor Gabalis*,Washington State,Pac-12,3,17,36,47.2,199,2,5.6,0,0,5.5,6.64,11.7,66.3,112,
234,Hunter Dekkers*,Iowa State,Big 12,4,20,36,55.6,193,2,5.6,1,2.8,5.4,5.22,9.7,48.3,113.4,
235,Josh Adkins*,UTSA,CUSA,7,18,33,54.5,192,2,6.1,0,0,5.8,7.03,10.7,27.4,123.4,
236,Luke Altmyer*,Ole Miss,SEC,5,20,37,54.1,192,1,2.7,2,5.4,5.2,3.3,9.6,38.4,95.8,
237,TJ Mcmahon,Rice,CUSA,11,12,20,60,191,2,10,1,5,9.6,9.3,15.9,17.4,163.2,
238,Frank Gore Jr.,Southern Mississippi,CUSA,12,10,16,62.5,189,4,25,1,6.3,11.8,14,18.9,15.8,231.7,
239,Cade Fortin,South Florida,American,5,25,48,52.1,183,0,0,2,4.2,3.8,1.94,7.3,36.6,75.8,
240,Chance Lovertich*,Mississippi State,SEC,2,13,18,72.2,179,1,5.6,0,0,9.9,11.06,13.8,89.5,174.1,
241,Jacolby Criswell*,North Carolina,ACC,4,13,21,61.9,179,1,4.8,0,0,8.5,9.48,13.8,44.8,149.2,
242,Carson Beck*,Georgia,SEC,4,10,23,43.5,176,2,8.7,2,8.7,7.7,5.48,17.6,44,119.1,
243,Cooper Legas*,Utah State,MWC,2,11,20,55,171,2,10,1,5,8.6,8.3,15.5,85.5,149.8,
244,Justin Ibieta,Tulane,American,5,13,22,59.1,166,2,9.1,2,9.1,7.5,5.27,12.8,33.2,134.3,
245,Jiya Wright,Louisiana-Monroe,Sun Belt,4,10,20,50,164,2,10,2,10,8.2,5.7,16.4,41,131.9,
246,Isaiah Chavez,New Mexico,MWC,5,17,24,70.8,161,2,8.3,1,4.2,6.7,6.5,9.5,32.2,146.4,
247,Nick Patti*,Pitt,ACC,9,14,19,73.7,161,0,0,0,0,8.5,8.47,11.5,17.9,144.9,
248,Dakereon Joyner*,South Carolina,SEC,13,9,9,100,160,1,11.1,0,0,17.8,20,17.8,12.3,286,
249,Grayson James,Florida International,CUSA,6,18,27,66.7,155,1,3.7,0,0,5.7,6.48,8.6,25.8,127.1,
250,Jaren Lewis*,Kansas State,Big 12,4,12,23,52.2,154,1,4.3,2,8.7,6.7,3.65,12.8,38.5,105.4,
251,Connor Blumrick*,Virginia Tech,ACC,6,16,31,51.6,152,2,6.5,0,0,4.9,6.19,9.5,25.3,114.1,
252,Knox Kadum*,Virginia Tech,ACC,5,12,24,50,151,0,0,1,4.2,6.3,4.42,12.6,30.2,94.5,
253,Paul Tyson*,Alabama,SEC,12,10,16,62.5,150,0,0,0,0,9.4,9.38,15,12.5,141.3,
254,Garrett Greene*,West Virginia,Big 12,11,16,26,61.5,147,0,0,0,0,5.7,5.65,9.2,13.4,109,
255,Jake Garcia,Miami (FL),ACC,1,11,14,78.6,147,2,14.3,0,0,10.5,13.36,13.4,147,213.9,
256,Evan Simon*,Rutgers,Big Ten,6,16,28,57.1,145,0,0,1,3.6,5.2,3.57,9.1,24.2,93.5,
257,Eddie Lee Marburger*,UTSA,CUSA,2,4,8,50,143,1,12.5,0,0,17.9,20.38,35.8,71.5,241.4,
258,Tyler Macon*,Missouri,SEC,3,9,17,52.9,143,1,5.9,0,0,8.4,9.59,15.9,47.7,143,
259,Xavier Arline,Navy,American,7,7,18,38.9,142,1,5.6,0,0,7.9,9,20.3,20.3,123.5,
260,Jontre Kirklin*,LSU,SEC,9,7,11,63.6,138,3,27.3,2,18.2,12.5,9.82,19.7,15.3,222.7,
261,Jack West,Stanford,Pac-12,4,20,30,66.7,135,0,0,3,10,4.5,0,6.8,33.8,84.5,
262,Jemel Jones*,Army,Ind,4,7,13,53.8,135,1,7.7,1,7.7,10.4,8.46,19.3,33.8,151.1,
263,John Paddock*,Ball State,MAC,2,18,26,69.2,132,0,0,1,3.8,5.1,3.35,7.3,66,104.2,
264,Taisun Phommachanh*,Clemson,ACC,6,11,19,57.9,131,1,5.3,1,5.3,6.9,5.58,11.9,21.8,122.7,
265,Cole Snyder*,Rutgers,Big Ten,6,18,28,64.3,130,1,3.6,0,0,4.6,5.36,7.2,21.7,115.1,
266,Chase Wolf*,Wisconsin,Big Ten,4,8,16,50,124,1,6.3,2,12.5,7.8,3.38,15.5,31,110.7,
267,Jacob Huesman*,Appalachian State,Sun Belt,6,12,21,57.1,116,1,4.8,1,4.8,5.5,4.33,9.7,19.3,109.7,
268,Chandler Fields*,Louisiana,Sun Belt,8,9,13,69.2,106,1,7.7,0,0,8.2,9.69,11.8,13.3,163.1,
269,Miles Kendrick,Kansas,Big 12,5,12,18,66.7,106,2,11.1,1,5.6,5.9,5.61,8.8,21.2,141.7,
270,Tyler Snead,East Carolina,American,12,3,5,60,102,2,40,0,0,20.4,28.4,34,8.5,363.4,
271,Jack Miller III*,Ohio State,Big Ten,4,7,14,50,101,0,0,0,0,7.2,7.21,14.4,25.3,110.6,
272,Sam Noyer*,Oregon State,Pac-12,2,11,24,45.8,101,0,0,2,8.3,4.2,0.46,9.2,50.5,64.5,
273,Reece Udinski*,Maryland,Big Ten,4,11,15,73.3,100,1,6.7,1,6.7,6.7,5,9.1,25,138,
274,Chubba Purdy,Florida State,ACC,1,5,5,100,98,2,40,0,0,19.6,27.6,19.6,98,396.6,
275,Jarrett Guest*,Coastal Carolina,Sun Belt,6,9,10,90,96,1,10,0,0,9.6,11.6,10.7,16,203.6,
276,Jordan Moore,Duke,ACC,10,9,19,47.4,95,1,5.3,0,0,5,6.05,10.6,9.5,106.7,
277,Ryan Glover,California,Pac-12,1,11,29,37.9,94,0,0,0,0,3.2,3.24,8.5,94,65.2,
278,Tyhier Tyler*,Army,Ind,12,4,8,50,93,2,25,1,12.5,11.6,11,23.3,7.8,205.2,
279,Antavious Willis,Southern Mississippi,CUSA,12,9,11,81.8,92,1,9.1,1,9.1,8.4,6.09,10.2,7.7,163.9,
280,Beau Allen*,Kentucky,SEC,3,8,12,66.7,92,0,0,0,0,7.7,7.67,11.5,30.7,131.1,
281,Trenton Bourguet*,Arizona State,Pac-12,4,7,10,70,91,1,10,0,0,9.1,11.1,13,22.8,179.4,
282,Drake Maye*,North Carolina,ACC,4,7,10,70,89,1,10,0,0,8.9,10.9,12.7,22.3,177.8,
283,Jamarye Joiner,Arizona,Pac-12,8,4,10,40,89,2,20,0,0,8.9,12.9,22.3,11.1,180.8,
284,Kai Horton,Tulane,American,5,8,19,42.1,88,0,0,3,15.8,4.6,-2.47,11,17.6,49.4,
285,Emmett Morehead,Boston College,ACC,2,6,16,37.5,87,0,0,0,0,5.4,5.44,14.5,43.5,83.2,
286,Ty Thompson*,Oregon,Pac-12,3,7,15,46.7,87,2,13.3,1,6.7,5.8,5.47,12.4,29,126.1,
287,Ta'Quan Roberson*,Penn State,Big Ten,4,11,28,39.3,85,1,3.6,2,7.1,3,0.54,7.7,21.3,62.3,
288,Evan Conley*,Louisville,ACC,5,10,19,52.6,79,1,5.3,0,0,4.2,5.21,7.9,15.8,104.9,
289,Sam Jackson,Texas Christian,Big 12,2,1,1,100,77,0,0,0,0,77,77,77,38.5,746.8,
290,Donovan Edwards*,Michigan,Big Ten,12,1,1,100,75,1,100,0,0,75,95,75,6.3,1060,
291,Maasai Maynor,Navy,American,3,6,13,46.2,74,0,0,0,0,5.7,5.69,12.3,24.7,94,
292,Miller Moss,USC,Pac-12,2,8,13,61.5,74,1,7.7,0,0,5.7,7.23,9.3,37,134.7,
293,Mariano Valenti,Temple,American,3,10,14,71.4,73,0,0,0,0,5.2,5.21,7.3,24.3,115.2,
294,Tucker Gleason*,Toledo,MAC,3,5,9,55.6,69,0,0,0,0,7.7,7.67,13.8,23,120,
295,Johnny Langan*,Rutgers,Big Ten,13,6,9,66.7,68,1,11.1,0,0,7.6,9.78,11.3,5.2,166.8,
296,Michael Kern*,Wake Forest,ACC,3,2,5,40,67,0,0,0,0,13.4,13.4,33.5,22.3,152.6,
297,Ryan O'Keefe*,UCF,American,13,3,3,100,66,2,66.7,0,0,22,35.33,22,5.1,504.8,
298,Nate Hampton*,Liberty,Ind,1,1,4,25,63,1,25,0,0,15.8,20.75,63,63,239.8,
299,Cole Kramer*,Minnesota,Big Ten,8,3,3,100,62,2,66.7,0,0,20.7,34,20.7,7.8,493.6,
300,Micah Leon,Connecticut,Ind,1,10,13,76.9,62,0,0,0,0,4.8,4.77,6.2,62,117,
301,Calvin Brownholtz*,UTEP,CUSA,12,2,7,28.6,60,1,14.3,1,14.3,8.6,5,30,5,119.1,
302,Ricky Pearsall*,Arizona State,Pac-12,13,2,2,100,59,1,50,0,0,29.5,39.5,29.5,4.5,512.8,
303,Hunter Helms*,Clemson,ACC,2,5,13,38.5,58,0,0,0,0,4.5,4.46,11.6,29,75.9,
304,Warren Bryan*,Air Force,MWC,5,3,7,42.9,58,1,14.3,0,0,8.3,11.14,19.3,11.6,159.6,
305,Bryson Carroll,New Mexico,MWC,2,8,10,80,57,1,10,0,0,5.7,7.7,7.1,28.5,160.9,
306,Braden Smith*,Louisville,ACC,4,2,3,66.7,54,1,33.3,0,0,18,24.67,27,13.5,327.9,
307,Carson Baker*,Western Kentucky,CUSA,1,1,1,100,54,1,100,0,0,54,74,54,54,883.6,
308,Colby Suits,Louisiana-Monroe,Sun Belt,3,8,13,61.5,54,0,0,1,7.7,4.2,0.69,6.8,18,81,
309,Kaylan Wiggins,Florida International,CUSA,2,4,7,57.1,52,0,0,0,0,7.4,7.43,13,26,119.5,
310,Jalen Cropper*,Fresno State,MWC,13,1,2,50,51,1,50,0,0,25.5,35.5,51,3.9,429.2,
311,Logan Fife*,Fresno State,MWC,1,7,13,53.8,51,1,7.7,1,7.7,3.9,2,7.3,51,96.8,
312,Evan Olaes,Colorado State,MWC,3,7,12,58.3,50,0,0,1,8.3,4.2,0.42,7.1,16.7,76.7,
313,Jalen Mayden*,San Diego State,MWC,1,5,6,83.3,50,1,16.7,0,0,8.3,11.67,10,50,208.3,
314,Jaylen Henderson*,Fresno State,MWC,3,5,8,62.5,49,0,0,0,0,6.1,6.13,9.8,16.3,114,
315,Xavier Hutchinson*,Iowa State,Big 12,13,1,1,100,49,1,100,0,0,49,69,49,3.8,841.6,
316,Ari Patu,Stanford,Pac-12,2,8,16,50,48,1,6.3,1,6.3,3,1.44,6,24,83.3,
317,Jack Sears,Boise State,MWC,4,2,6,33.3,48,0,0,1,16.7,8,0.5,24,12,67.2,
318,Will Haskell*,San Diego State,MWC,3,4,7,57.1,47,0,0,0,0,6.7,6.71,11.8,15.7,113.5,
319,Cam Fancher*,Marshall,CUSA,2,3,6,50,46,0,0,0,0,7.7,7.67,15.3,23,114.4,
320,Isaiah Sanders,Stanford,Pac-12,11,3,6,50,46,0,0,0,0,7.7,7.67,15.3,4.2,114.4,
321,Malik Hornsby*,Arkansas,SEC,7,5,12,41.7,46,0,0,0,0,3.8,3.83,9.2,6.6,73.9,
322,Amare Jones,Georgia Southern,Sun Belt,10,4,8,50,45,0,0,1,12.5,5.6,0,11.3,4.5,72.3,
323,Gavin Wimsatt*,Rutgers,Big Ten,4,9,21,42.9,45,0,0,2,9.5,2.1,-2.14,5,11.3,41.8,
324,Jacob Conover*,BYU,Ind,2,5,10,50,45,0,0,0,0,4.5,4.5,9,22.5,87.8,
325,Austin Burton*,Purdue,Big Ten,7,5,7,71.4,44,0,0,0,0,6.3,6.29,8.8,6.3,124.2,
326,Cammon Cooper*,Washington State,Pac-12,4,4,7,57.1,44,0,0,1,14.3,6.3,-0.14,11,11,81.4,
327,Connor Genal,New Mexico,MWC,2,5,14,35.7,44,0,0,1,7.1,3.1,-0.07,8.8,22,47.8,
328,D.J. Stubbs*,Liberty,Ind,11,1,1,100,44,0,0,0,0,44,44,44,4,469.6,
329,Kai Kroeger*,South Carolina,SEC,13,1,1,100,44,1,100,0,0,44,64,44,3.4,799.6,
330,Tory Horton*,Nevada,MWC,12,1,1,100,44,0,0,0,0,44,44,44,3.7,469.6,
331,Anthony Russo*,Michigan State,Big Ten,3,7,9,77.8,43,0,0,0,0,4.8,4.78,6.1,14.3,117.9,
332,Jahan Dotson*,Penn State,Big Ten,12,2,2,100,43,0,0,0,0,21.5,21.5,21.5,3.6,280.6,
333,Samson Evans*,Eastern Michigan,MAC,12,4,4,100,43,3,75,0,0,10.8,25.75,10.8,3.6,437.8,
334,Jacob Zeno*,Baylor,Big 12,2,1,3,33.3,41,0,0,0,0,13.7,13.67,41,20.5,148.1,
335,Jalen Milroe*,Alabama,SEC,4,3,7,42.9,41,1,14.3,0,0,5.9,8.71,13.7,10.3,139.2,
336,Lew Nichols*,Central Michigan,MAC,13,3,3,100,41,0,0,0,0,13.7,13.67,13.7,3.2,214.8,
337,Trent Whittemore*,Florida,SEC,11,3,4,75,41,2,50,0,0,10.3,20.25,13.7,3.7,326.1,
338,Rodrigues Clark,Memphis,American,10,1,1,100,40,1,100,0,0,40,60,40,4,766,
339,CJ Montes,New Mexico,MWC,3,10,33,30.3,39,0,0,2,6.1,1.2,-1.55,3.9,13,28.1,
340,Kaidon Salter*,Liberty,Ind,2,1,2,50,39,1,50,0,0,19.5,29.5,39,19.5,378.8,
341,Cameron Odom,Ohio,MAC,12,1,2,50,38,0,0,0,0,19,19,38,3.2,209.6,
342,Drew Zaubi*,Western Kentucky,CUSA,7,3,4,75,38,0,0,0,0,9.5,9.5,12.7,5.4,154.8,
343,Evan Prater*,Cincinnati,American,7,5,11,45.5,38,2,18.2,1,9.1,3.5,3,7.6,5.4,116.3,
344,Chris Smith*,Louisiana,Sun Belt,13,1,1,100,37,1,100,0,0,37,57,37,2.8,740.8,
345,Jared Wayne*,Pitt,ACC,13,2,3,66.7,36,1,33.3,0,0,12,18.67,18,2.8,277.5,
346,Andrew Brito*,UCF,American,3,2,2,100,35,0,0,0,0,17.5,17.5,17.5,11.7,247,
347,Drew Carter,Colorado,Pac-12,6,5,12,41.7,35,0,0,0,0,2.9,2.92,7,5.8,66.2,
348,Derek Wright*,Utah State,MWC,14,1,2,50,34,0,0,0,0,17,17,34,2.4,192.8,
349,Kekoa Crawford,California,Pac-12,11,1,1,100,34,0,0,0,0,34,34,34,3.1,385.6,
350,Malik Williams*,Appalachian State,Sun Belt,14,1,2,50,34,1,50,0,0,17,27,34,2.4,357.8,
351,Tyjon Lindsey*,Oregon State,Pac-12,10,1,1,100,34,0,0,0,0,34,34,34,3.4,385.6,
352,Joshua Cephus*,UTSA,CUSA,14,2,3,66.7,33,1,33.3,0,0,11,17.67,16.5,2.4,269.1,
353,Kyle Maxwell,Louisiana Tech,CUSA,11,1,1,100,33,1,100,0,0,33,53,33,3,707.2,
354,Tahj Magee,Louisiana Tech,CUSA,12,1,1,100,33,0,0,0,0,33,33,33,2.8,377.2,
355,Tommy Heatherly,Florida International,CUSA,12,2,2,100,33,0,0,0,0,16.5,16.5,16.5,2.8,238.6,
356,Brenden Brady*,UTSA,CUSA,8,2,3,66.7,32,0,0,0,0,10.7,10.67,16,4,156.3,
357,Reid Bauer*,Arkansas,SEC,13,1,1,100,32,1,100,0,0,32,52,32,2.5,698.8,
358,Billy Wiles*,Clemson,ACC,1,2,4,50,31,1,25,0,0,7.8,12.75,15.5,31,197.6,
359,Ben Finley,North Carolina State,ACC,4,5,9,55.6,28,0,0,0,0,3.1,3.11,5.6,7,81.7,
360,Will Crowder*,West Virginia,Big 12,1,2,2,100,28,0,0,0,0,14,14,14,28,217.6,
361,Isaiah Washington*,Rutgers,Big Ten,12,1,2,50,27,0,0,0,0,13.5,13.5,27,2.3,163.4,
362,Jalen Walker*,Miami (OH),MAC,13,1,1,100,27,0,0,0,0,27,27,27,2.1,326.8,
363,Tahj Bullock*,Virginia Tech,ACC,1,2,4,50,27,0,0,0,0,6.8,6.75,13.5,27,106.7,
364,Tate Martell,Nevada-Las Vegas,MWC,2,2,6,33.3,27,0,0,0,0,4.5,4.5,13.5,13.5,71.1,
365,Warren Thompson*,Arkansas,SEC,13,1,2,50,27,0,0,1,50,13.5,-9,27,2.1,63.4,
366,Avery Atkins*,LSU,SEC,13,1,2,50,26,0,0,1,50,13,-9.5,26,2,59.2,
367,Dan Villari*,Michigan,Big Ten,4,1,3,33.3,26,0,0,0,0,8.7,8.67,26,6.5,106.1,
368,Darius Bracy*,Central Michigan,MAC,8,3,3,100,26,1,33.3,0,0,8.7,15.33,8.7,3.3,282.8,
369,Dylan Plautz,Stanford,Pac-12,1,2,5,40,26,0,0,1,20,5.2,-3.8,13,26,43.7,
370,Jay Rose,Connecticut,Ind,10,1,2,50,26,0,0,0,0,13,13,26,2.6,159.2,
371,Jayson Jackson*,Ball State,MAC,13,1,2,50,26,0,0,0,0,13,13,26,2,159.2,
372,Matthew Downing,Texas Christian,Big 12,3,3,4,75,26,0,0,0,0,6.5,6.5,8.7,8.7,129.6,
373,Neil Pau'u*,BYU,Ind,10,3,3,100,26,0,0,0,0,8.7,8.67,8.7,2.6,172.8,
374,Cam Johnson,Vanderbilt,SEC,12,1,1,100,25,0,0,0,0,25,25,25,2.1,310,
375,Isaac Ross,Massachusetts,Ind,10,1,1,100,25,0,0,0,0,25,25,25,2.5,310,
376,Jeremy Moussa,Vanderbilt,SEC,2,5,8,62.5,24,0,0,0,0,3,3,4.8,12,87.7,
377,Preston Stone,SMU,American,3,3,7,42.9,24,0,0,0,0,3.4,3.43,8,8,71.7,
378,Bryson Barnes*,Utah,Pac-12,3,2,2,100,23,1,50,0,0,11.5,21.5,11.5,7.7,361.6,
379,Ethan Hampton*,Northern Illinois,MAC,3,4,10,40,23,0,0,0,0,2.3,2.3,5.8,7.7,59.3,
380,Tee Webb,Southern Mississippi,CUSA,5,4,11,36.4,23,0,0,2,18.2,2.1,-6.09,5.8,4.6,17.6,
381,Tucker Melton,Bowling Green,MAC,4,2,10,20,23,0,0,1,10,2.3,-2.2,11.5,5.8,19.3,
382,Bub Means,Louisiana Tech,CUSA,11,1,1,100,22,0,0,0,0,22,22,22,2,284.8,
383,Jay Butterfield*,Oregon,Pac-12,1,2,3,66.7,22,0,0,0,0,7.3,7.33,11,22,128.3,
384,Zamar Wise,Massachusetts,Ind,7,6,9,66.7,22,0,0,0,0,2.4,2.44,3.7,3.1,87.2,
385,Luca Diamont,Duke,ACC,2,2,3,66.7,21,0,0,0,0,7,7,10.5,10.5,125.5,
386,Mason Garcia,East Carolina,American,6,2,3,66.7,21,1,33.3,1,33.3,7,-1.33,10.5,3.5,168.8,
387,Jack Salopek*,Western Michigan,MAC,2,3,5,60,20,0,0,0,0,4,4,6.7,10,93.6,
388,Jonah Wieland,Ohio,MAC,12,1,1,100,20,0,0,0,0,20,20,20,1.7,268,
389,Ralph Rucker*,Oklahoma,Big 12,1,2,2,100,20,0,0,0,0,10,10,10,20,184,
390,Sam Kenerson,Georgia Southern,Sun Belt,7,2,3,66.7,20,0,0,1,33.3,6.7,-8.33,10,2.9,56,
391,Carl Richardson,Northwestern,Big Ten,4,2,4,50,19,0,0,0,0,4.8,4.75,9.5,4.8,89.9,
392,Colten Gauthier*,South Carolina,SEC,1,1,1,100,19,0,0,0,0,19,19,19,19,259.6,
393,Dontario Drummond*,Ole Miss,SEC,12,1,1,100,19,0,0,0,0,19,19,19,1.6,259.6,
394,Blake Bost,Texas A&M,SEC,4,2,7,28.6,18,0,0,1,14.3,2.6,-3.86,9,4.5,21.6,
395,Dontayvion Wicks,Virginia,ACC,12,1,3,33.3,18,0,0,0,0,6,6,18,1.5,83.7,
396,Jordan Stout*,Penn State,Big Ten,13,1,2,50,18,0,0,0,0,9,9,18,1.4,125.6,
397,Kenny McIntosh*,Georgia,SEC,14,1,1,100,18,1,100,0,0,18,38,18,1.3,581.2,
398,Joey Gatewood*,UCF,American,10,2,8,25,17,1,12.5,0,0,2.1,4.63,8.5,1.7,84.1,
399,Matt Masker,Nebraska,Big Ten,2,3,3,100,17,0,0,0,0,5.7,5.67,5.7,8.5,147.6,
400,Will Spiers*,Clemson,ACC,13,1,1,100,17,0,0,0,0,17,17,17,1.3,242.8,
401,Austin Smith*,Eastern Michigan,MAC,1,1,1,100,16,0,0,0,0,16,16,16,16,234.4,
402,Chance Warren,Navy,American,12,1,1,100,16,0,0,0,0,16,16,16,1.3,234.4,
403,Ethan Bullock*,Oklahoma State,Big 12,3,2,3,66.7,16,0,0,0,0,5.3,5.33,8,5.3,111.5,
404,Harrison Bailey*,Tennessee,SEC,1,3,7,42.9,16,0,0,0,0,2.3,2.29,5.3,16,62.1,
405,Chaucey Magwood*,Kentucky,SEC,13,1,1,100,15,0,0,0,0,15,15,15,1.2,226,
406,Dominic Johnson,Buffalo,MAC,12,1,1,100,15,0,0,0,0,15,15,15,1.3,226,
407,Jacob Drena,Connecticut,Ind,1,2,3,66.7,15,0,0,0,0,5,5,7.5,15,108.7,
408,Tyler Hunt*,Michigan State,Big Ten,11,1,1,100,15,0,0,0,0,15,15,15,1.4,226,
409,Christian Daniels,Tulane,American,4,2,2,100,14,0,0,0,0,7,7,7,3.5,158.8,
410,Quadry Jones*,UCF,American,1,1,1,100,14,0,0,0,0,14,14,14,14,217.6,
411,Chance McDonald*,Western Kentucky,CUSA,2,1,5,20,13,0,0,1,20,2.6,-6.4,13,6.5,1.8,
412,CJ Daniels*,Liberty,Ind,13,1,1,100,13,0,0,0,0,13,13,13,1,209.2,
413,Dylan Drummond*,Eastern Michigan,MAC,13,1,1,100,13,1,100,0,0,13,33,13,1,539.2,
414,Justice McCoy,Colorado State,MWC,12,1,2,50,12,0,0,0,0,6,6,12,1,100.4,
415,Natano Woods,San Jose State,MWC,2,4,7,57.1,12,0,0,0,0,1.7,1.71,3,6,71.5,
416,Ryan Wright,Tulane,American,12,1,2,50,12,0,0,0,0,6,6,12,1,100.4,
417,Tyler Pape*,Central Michigan,MAC,1,2,2,100,12,0,0,0,0,6,6,6,12,150.4,
418,Isaiah Garcia-Castaneda,New Mexico State,Ind,10,1,2,50,11,1,50,0,0,5.5,15.5,11,1.1,261.2,
419,Javion Posey,Florida Atlantic,CUSA,10,1,1,100,11,0,0,0,0,11,11,11,1.1,192.4,
420,Joey Marousek,Akron,MAC,1,3,5,60,11,0,0,0,0,2.2,2.2,3.7,11,78.5,
421,Braxton Barker*,Alabama,SEC,1,1,1,100,10,0,0,0,0,10,10,10,10,184,
422,Mario Williams*,Oklahoma,Big 12,12,1,1,100,10,0,0,0,0,10,10,10,0.8,184,
423,Alan Bowman*,Michigan,Big Ten,3,2,4,50,9,0,0,1,25,2.3,-9,4.5,3,18.9,
424,Chandler Pittman,Southern Mississippi,CUSA,6,1,1,100,9,0,0,0,0,9,9,9,1.5,175.6,
425,Ryan Rizk,Miami (FL),ACC,2,1,2,50,9,0,0,0,0,4.5,4.5,9,4.5,87.8,
426,Sione Tupou,Texas State,Sun Belt,12,1,1,100,9,0,0,0,0,9,9,9,0.8,175.6,
427,Gabriel Rogers,Memphis,American,9,1,1,100,8,0,0,0,0,8,8,8,0.9,167.2,
428,Hassan Beydoun*,Eastern Michigan,MAC,13,1,1,100,8,0,0,0,0,8,8,8,0.6,167.2,
429,Leo Kelly*,Wake Forest,ACC,3,1,4,25,8,0,0,1,25,2,-9.25,8,2.7,-8.2,
430,Sam Vidlak*,Oregon State,Pac-12,1,2,3,66.7,8,0,0,0,0,2.7,2.67,4,8,89.1,
431,Walker Eget,San Jose State,MWC,1,1,8,12.5,8,0,0,0,0,1,1,8,8,20.9,
432,Kenny Scribner,South Florida,American,10,1,1,100,7,0,0,0,0,7,7,7,0.7,158.8,
433,Kinkead Dent*,Ole Miss,SEC,3,2,4,50,7,0,0,0,0,1.8,1.75,3.5,2.3,64.7,
434,Tate Rodemaker,Florida State,ACC,3,1,2,50,7,0,0,0,0,3.5,3.5,7,2.3,79.4,
435,Taye Barber,Texas Christian,Big 12,12,1,2,50,7,0,0,0,0,3.5,3.5,7,0.6,79.4,
436,Weston Eget,New Mexico State,Ind,2,1,10,10,7,0,0,0,0,0.7,0.7,7,3.5,15.9,
437,Brennan Presley*,Oklahoma State,Big 12,14,1,2,50,6,0,0,0,0,3,3,6,0.4,75.2,
438,Gaston Moore*,Tennessee,SEC,1,2,2,100,6,0,0,0,0,3,3,3,6,125.2,
439,John Rhys Plumlee*,Ole Miss,SEC,13,1,1,100,6,0,0,0,0,6,6,6,0.5,150.4,
440,Josh Vann*,South Carolina,SEC,13,1,1,100,6,0,0,0,0,6,6,6,0.5,150.4,
441,Tyquan Thornton*,Baylor,Big 12,14,1,1,100,6,1,100,0,0,6,26,6,0.4,480.4,
442,JaMichael Thompson*,Middle Tennessee State,CUSA,11,1,1,100,5,0,0,0,0,5,5,5,0.5,142,
443,Joah Flores,New Mexico,MWC,6,1,1,100,5,0,0,0,0,5,5,5,0.8,142,
